lakeID	dateTime	localTZ	daylightSavings	doObs
Loch	2016-07-29 05:39:00	Mountain	yes	7.183
Loch	2016-07-29 06:09:00	Mountain	yes	7.205
Loch	2016-07-29 06:39:00	Mountain	yes	7.217
Loch	2016-07-29 07:09:00	Mountain	yes	7.199
Loch	2016-07-29 07:39:00	Mountain	yes	7.242
Loch	2016-07-29 08:09:00	Mountain	yes	7.264
Loch	2016-07-29 08:39:00	Mountain	yes	7.317
Loch	2016-07-29 09:09:00	Mountain	yes	7.229
Loch	2016-07-29 09:39:00	Mountain	yes	7.272
Loch	2016-07-29 10:09:00	Mountain	yes	7.247
Loch	2016-07-29 10:39:00	Mountain	yes	7.282
Loch	2016-07-29 11:09:00	Mountain	yes	7.286
Loch	2016-07-29 11:39:00	Mountain	yes	7.248
